pair_id	Sentence_A	Sentence_B	relation	order	additional_dimension	origin	A_cause_B	B_cause_A	A_precede_B	B_precede_A	answers	majority_vote	average_vote	quest_label	connective	connected_sent	conn_in_list	correct_answer	answers_dict	generated_answer_normal	generated_answer_outlines	answer_greedy_cleaned
534	Kevin is using his pen to write.	Martina is writing in her notebook.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	BA_temp	other	Kevin is using his pen to write, after Martina is writing in her notebook.	after	none	{'A': 'because', 'B': 'after', 'C': 'then', 'D': 'so'}	"1. Sentence A: ""Kevin is using his pen to write.""
2. Sentence B: ""Martina is writing in her notebook.""
3. Words:  
- A. because  
- B. after  
- C. then  
- D"	A	error
135	The family went on vacation.	The school was on break.	causality	<B;A>	none	big_bench	False	True	False	True	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	BA_temp	because	The family went on vacation, after the school was on break.	after	none	{'A': 'so', 'B': 'after', 'C': 'then', 'D': 'because'}	"1. Sentence A: ""The family went on vacation.""
2. Sentence B: ""The school was on break.""
3. Words:  
- A. so  
- B. after  
- C. then  
- D. because  
4"	A	error
263	Mary put the plant in a pot.	Mary watered the plant.	temporal	<A;B>	none	Descript	False	False	True	False	['NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.8	BA_cause	then	Mary put the plant in a pot, because Mary watered the plant.	because	none	{'A': 'after', 'B': 'so', 'C': 'because', 'D': 'then'}	"1. Sentence A: ""Mary put the plant in a pot.""
2. Sentence B: ""Mary watered the plant.""
3. Words:  
- A. after  
- B. so  
- C. because  
- D. then  
"	A	error
243	Claire looked for milk in the store.	Claire took the milk from the fridge.	temporal	<A;B>	none	Descript	False	False	True	False	['NO', 'NO', 'YES', 'NO', 'YES', 'NO', 'NO', 'YES', 'NO', 'NO']	no	-0.4	BA_cause	then	Claire looked for milk in the store, because Claire took the milk from the fridge.	because	none	{'A': 'so', 'B': 'because', 'C': 'then', 'D': 'after'}	"1. Sentence A: ""Claire looked for milk in the store.""
2. Sentence B: ""Claire took the milk from the fridge.""
3. Words:  
- A. so  
- B. because  
- C. then  
- D"	A	error
491	Tina did not love hiking.	Harry decided to explore a new hiking trail.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO']	no	-0.8	AB_temp	other	Tina did not love hiking, then Harry decided to explore a new hiking trail.	then	none	{'A': 'because', 'B': 'after', 'C': 'so', 'D': 'then'}	"1. Sentence A: ""Tina did not love hiking.""
2. Sentence B: ""Harry decided to explore a new hiking trail.""
3. Words:  
- A. because  
- B. after  
- C. so  
- D"	A	error
587	Jack has been under a lot of pressure lately.	Steven is always in a state of anxiety.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO']	no	-0.8	BA_temp	other	Jack has been under a lot of pressure lately, after Steven is always in a state of anxiety.	after	none	{'A': 'then', 'B': 'after', 'C': 'because', 'D': 'so'}	"1. Sentence A: ""Jack has been under a lot of pressure lately.""
2. Sentence B: ""Steven is always in a state of anxiety.""
3. Words:  
- A. then  
- B. after  
- C. because"	C	error
133	The driver was stopped by the police and was fined.	The driver ran a red light.	causality	<B;A>	none	big_bench	False	True	False	True	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	AB_cause	because	The driver was stopped by the police and was fined, so the driver ran a red light.	so	none	{'A': 'then', 'B': 'so', 'C': 'after', 'D': 'because'}	"1. Sentence A: ""The driver was stopped by the police and was fined.""
2. Sentence B: ""The driver ran a red light.""
3. Words:  
- A. then  
- B. so  
- C. after  
"	A	error
130	Albert fell down the stairs.	The stairs were wet.	causality	<B;A>	none	origin	False	True	False	True	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'NO', 'YES']	yes	0.8	BA_cause	because	Albert fell down the stairs, because the stairs were wet.	because	none	{'A': 'so', 'B': 'because', 'C': 'then', 'D': 'after'}	"1. Sentence A: ""Albert fell down the stairs.""
2. Sentence B: ""The stairs were wet.""
3. Words:  
- A. so  
- B. because  
- C. then  
- D. after  
4."	A	error
371	The student closed the book.	The student read the book.	temporal	<B;A>	none	origin	False	False	False	True	['NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO']	no	-0.6	AB_temp	after	The student closed the book, then the student read the book.	then	none	{'A': 'then', 'B': 'so', 'C': 'because', 'D': 'after'}	"1. Sentence A: ""The student closed the book.""
2. Sentence B: ""The student read the book.""
3. Words:  
- A. then  
- B. so  
- C. because  
- D. after  
4"	A	error
554	Linda was a nurse.	The doctor was experienced in dealing with emergencies in the pediatric ward.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO']	no	-0.8	AB_temp	other	Linda was a nurse, then the doctor was experienced in dealing with emergencies in the pediatric ward.	then	none	{'A': 'after', 'B': 'then', 'C': 'so', 'D': 'because'}	"1. Sentence A: ""Linda was a nurse.""
2. Sentence B: ""The doctor was experienced in dealing with emergencies in the pediatric ward.""
3. Words:  
- A. after  
- B. then  
- C. so  
"	A	error
517	The man turned down the music volume.	The power was out for days.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO']	no	-0.8	AB_temp	other	The man turned down the music volume, then the power was out for days.	then	none	{'A': 'after', 'B': 'so', 'C': 'then', 'D': 'because'}	"1. Sentence A: ""The man turned down the music volume.""
2. Sentence B: ""The power was out for days.""
3. Words:  
- A. after  
- B. so  
- C. then  
- D."	A	error
545	Alice ate the last cookie.	The mother prepared a cake.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	BA_cause	other	Alice ate the last cookie, because the mother prepared a cake.	because	none	{'A': 'because', 'B': 'so', 'C': 'then', 'D': 'after'}	"1. Sentence A: ""Alice ate the last cookie.""
2. Sentence B: ""The mother prepared a cake.""
3. Words:  
- A. because  
- B. so  
- C. then  
- D. after  
4"	A	error
392	Paola put on her swimsuit.	Paola went to the beach.	temporal	<A;B>	none	origin	False	False	True	False	['YES', 'YES', 'NO', 'YES', 'YES', 'NO', 'YES', 'YES', 'NO', 'YES']	yes	0.4	AB_temp	then	Paola put on her swimsuit, then Paola went to the beach.	then	none	{'A': 'because', 'B': 'after', 'C': 'so', 'D': 'then'}	"1. Sentence A: ""Paola put on her swimsuit.""
2. Sentence B: ""Paola went to the beach.""
3. Words:  
- A. because  
- B. after  
- C. so  
- D. then"	C	error
599	Mike's father became a teacher.	Luke's mom was an expert in treating children from birth to teens.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	AB_temp	other	Mike's father became a teacher, then Luke's mom was an expert in treating children from birth to teens.	then	none	{'A': 'so', 'B': 'because', 'C': 'after', 'D': 'then'}	"1. Sentence A: ""Mike's father became a teacher.""
2. Sentence B: ""Luke's mom was an expert in treating children from birth to teens.""
3. Words:  
- A. so  
- B. because  
- C"	A	error
233	Chiara boarded the airplane.	Chiara went to the gate with the boarding pass.	temporal	<B;A>	none	Descript	False	False	False	True	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	BA_temp	after	Chiara boarded the airplane, after Chiara went to the gate with the boarding pass.	after	none	{'A': 'then', 'B': 'after', 'C': 'because', 'D': 'so'}	"1. Sentence A: ""Chiara boarded the airplane.""
2. Sentence B: ""Chiara went to the gate with the boarding pass.""
3. Words:  
- A. then  
- B. after  
- C. because  
-"	A	error
18	Kelly wants to have children.	The company manager did not hire Kelly.	causality	<A;B>	socially_challenging	origin	True	False	True	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO']	no	-0.8	BA_temp	thus	Kelly wants to have children, after the company manager did not hire Kelly.	after	none	{'A': 'because', 'B': 'after', 'C': 'so', 'D': 'then'}	"1. Sentence A: ""Kelly wants to have children.""
2. Sentence B: ""The company manager did not hire Kelly.""
3. Words:  
- A. because  
- B. after  
- C. so  
- D. then"	A	error
596	The baby cried.	Luke's mom was a pediatrician.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	AB_cause	other	The baby cried, so Luke's mom was a pediatrician.	so	none	{'A': 'then', 'B': 'after', 'C': 'because', 'D': 'so'}	"1. Sentence A: ""The baby cried.""
2. Sentence B: ""Luke's mom was a pediatrician.""
3. Words:  
- A. then  
- B. after  
- C. because  
- D. so  
4"	A	error
188	Luke crashed into Mike's car.	Mike's car was damaged.	causality	<A;B>	none	origin	True	False	True	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'YES', 'NO']	no	-0.6	BA_temp	thus	Luke crashed into Mike's car, after Mike's car was damaged.	after	none	{'A': 'then', 'B': 'after', 'C': 'because', 'D': 'so'}	"1. Sentence A: ""Luke crashed into Mike's car.""
2. Sentence B: ""Mike's car was damaged.""
3. Words:  
- A. then  
- B. after  
- C. because  
- D. so  
"	A	error
192	Kevin broke his arm.	The doctor bandaged Kevin's arm.	causality	<A;B>	none	origin	True	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'NO', 'YES', 'YES', 'YES']	yes	0.8	AB_cause	thus	Kevin broke his arm, so the doctor bandaged Kevin's arm.	so	none	{'A': 'after', 'B': 'then', 'C': 'so', 'D': 'because'}	"1. Sentence A: ""Kevin broke his arm.""
2. Sentence B: ""The doctor bandaged Kevin's arm.""
3. Words:  
- A. after  
- B. then  
- C. so  
- D. because  
"	A	error
150	It started raining.	The woman who was walking on the street opened her umbrella.	causality	<A;B>	none	big_bench	True	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	AB_temp	thus	It started raining, then the woman who was walking on the street opened her umbrella.	then	none	{'A': 'because', 'B': 'so', 'C': 'after', 'D': 'then'}	"1. Sentence A: ""It started raining.""
2. Sentence B: ""The woman who was walking on the street opened her umbrella.""
3. Words:  
- A. because  
- B. so  
- C. after  
- D"	A	error
366	The teacher called the roll.	The teacher sat at the desk.	temporal	<B;A>	none	origin	False	False	False	True	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'NO', 'YES', 'YES', 'YES']	yes	0.8	BA_temp	after	The teacher called the roll, after the teacher sat at the desk.	after	none	{'A': 'because', 'B': 'so', 'C': 'after', 'D': 'then'}	"1. Sentence A: ""The teacher called the roll.""
2. Sentence B: ""The teacher sat at the desk.""
3. Words:  
- A. because  
- B. so  
- C. after  
- D. then  
"	A	error
544	The cholesterol in Tom's body is extremely high.	My father has to control hypertension.	no_rel	none	none	origin	False	False	False	False	['YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.8	BA_cause	other	The cholesterol in Tom's body is extremely high, because my father has to control hypertension.	because	none	{'A': 'then', 'B': 'so', 'C': 'because', 'D': 'after'}	"1. Sentence A: ""The cholesterol in Tom's body is extremely high.""
2. Sentence B: ""My father has to control hypertension.""
3. Words:  
- A. then  
- B. so  
- C. because  
-"	A	error
21	Mark has a lot of sex.	Mark is a prostitute.	causality	<B;A>	socially_challenging	origin	False	True	False	True	['NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES']	no	-0.6	AB_temp	because	Mark has a lot of sex, then Mark is a prostitute.	then	none	{'A': 'after', 'B': 'then', 'C': 'so', 'D': 'because'}	"1. Sentence A: ""Mark has a lot of sex.""
2. Sentence B: ""Mark is a prostitute.""
3. Words:  
- A. after  
- B. then  
- C. so  
- D. because  
4"	C	error
139	John soon became tired during the hiking.	John's backpack was very heavy.	causality	<B;A>	none	e-care	False	True	False	True	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'YES']	no	-0.6	AB_temp	because	John soon became tired during the hiking, then John's backpack was very heavy.	then	none	{'A': 'then', 'B': 'because', 'C': 'so', 'D': 'after'}	"1. Sentence A: ""John soon became tired during the hiking.""
2. Sentence B: ""John's backpack was very heavy.""
3. Words:  
- A. then  
- B. because  
- C. so  
- D."	B	error
411	Martin was in love with Kevin.	Luke is married.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	BA_temp	other	Martin was in love with Kevin, after Luke is married.	after	none	{'A': 'then', 'B': 'so', 'C': 'because', 'D': 'after'}	"1. Sentence A: ""Martin was in love with Kevin.""
2. Sentence B: ""Luke is married.""
3. Words:  
- A. then  
- B. so  
- C. because  
- D. after  
4."	A	error
262	The leaf became yellow.	The leaf fell to the ground.	temporal	<A;B>	none	Descript	False	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'NO', 'YES']	yes	0.8	AB_cause	then	The leaf became yellow, so the leaf fell to the ground.	so	none	{'A': 'after', 'B': 'because', 'C': 'then', 'D': 'so'}	"1. Sentence A: ""The leaf became yellow.""
2. Sentence B: ""The leaf fell to the ground.""
3. Words:  
- A. after  
- B. because  
- C. then  
- D. so  
4"	A	error
273	Luca boarded the bus when it arrived.	Luca showed the ticket to the bus driver.	temporal	<A;B>	none	Descript	False	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	AB_temp	then	Luca boarded the bus when it arrived, then Luca showed the ticket to the bus driver.	then	none	{'A': 'then', 'B': 'after', 'C': 'so', 'D': 'because'}	"1. Sentence A: ""Luca boarded the bus when it arrived.""
2. Sentence B: ""Luca showed the ticket to the bus driver.""
3. Words:  
- A. then  
- B. after  
- C. so"	A	error
94	Someone left a lit cigarette in the woods.	A fire broke out.	causality	<A;B>	none	origin	True	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	AB_cause	thus	Someone left a lit cigarette in the woods, so a fire broke out.	so	none	{'A': 'after', 'B': 'because', 'C': 'then', 'D': 'so'}	"1. Sentence A: ""Someone left a lit cigarette in the woods.""
2. Sentence B: ""A fire broke out.""
3. Words:  
- A. after  
- B. because  
- C. then  
- D. so"	B	error
538	The vase shattered on the floor.	The flowers grew in the garden.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.8	AB_cause	other	The vase shattered on the floor, so the flowers grew in the garden.	so	none	{'A': 'then', 'B': 'after', 'C': 'because', 'D': 'so'}	"1. Sentence A: ""The vase shattered on the floor.""
2. Sentence B: ""The flowers grew in the garden.""
3. Words:  
- A. then  
- B. after  
- C. because  
- D. so"	A	error
547	The sun shines.	The stars shine.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO']	no	-0.8	AB_cause	other	The sun shines, so the stars shine.	so	none	{'A': 'after', 'B': 'then', 'C': 'so', 'D': 'because'}	"1. Sentence A: ""The sun shines.""
2. Sentence B: ""The stars shine.""
3. Words:  
- A. after  
- B. then  
- C. so  
- D. because  
4. Answer: B"	A	B
109	Jimmy is hungry.	Jimmy is preparing dinner.	causality	<A;B>	none	big_bench	True	False	True	False	['YES', 'NO', 'NO', 'YES', 'YES', 'NO', 'YES', 'YES', 'NO', 'NO']	inconclusive	0.0	BA_cause	thus	Jimmy is hungry, because Jimmy is preparing dinner.	because	none	{'A': 'because', 'B': 'so', 'C': 'after', 'D': 'then'}	"1. Sentence A: ""Jimmy is hungry.""
2. Sentence B: ""Jimmy is preparing dinner.""
3. Words:  
- A. because  
- B. so  
- C. after  
- D. then  
4. Answer:"	A	error
515	Mary bought a packet of flower seeds.	The gardener planted a seed.	no_rel	none	none	origin	False	False	False	False	['YES', 'YES', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.4	BA_cause	other	Mary bought a packet of flower seeds, because the gardener planted a seed.	because	none	{'A': 'then', 'B': 'so', 'C': 'because', 'D': 'after'}	"1. Sentence A: ""Mary bought a packet of flower seeds.""
2. Sentence B: ""The gardener planted a seed.""
3. Words:  
- A. then  
- B. so  
- C. because  
- D. after"	A	error
275	Alex rang the bell on the bus when the bus approached the stop.	Alex got off the bus.	temporal	<A;B>	none	Descript	False	False	True	False	['NO', 'YES', 'YES', 'YES', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO']	no	-0.2	BA_temp	then	Alex rang the bell on the bus when the bus approached the stop, after Alex got off the bus.	after	none	{'A': 'so', 'B': 'because', 'C': 'then', 'D': 'after'}	"1. Sentence A: ""Alex rang the bell on the bus when the bus approached the stop.""
2. Sentence B: ""Alex got off the bus.""
3. Words:  
- A. so  
- B. because  
- C."	A	error
216	Kevin fell asleep.	Kevin went to bed.	temporal	<B;A>	none	origin	False	False	False	True	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	BA_temp	after	Kevin fell asleep, after Kevin went to bed.	after	none	{'A': 'then', 'B': 'after', 'C': 'so', 'D': 'because'}	"1. Sentence A: ""Kevin fell asleep.""
2. Sentence B: ""Kevin went to bed.""
3. Words:  
- A. then  
- B. after  
- C. so  
- D. because  
4. Answer:"	A	error
458	The girl bought a book.	The boy bought a car.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	BA_cause	other	The girl bought a book, because the boy bought a car.	because	none	{'A': 'so', 'B': 'because', 'C': 'then', 'D': 'after'}	"1. Sentence A: ""The girl bought a book.""
2. Sentence B: ""The boy bought a car.""
3. Words:  
- A. so  
- B. because  
- C. then  
- D. after  
4"	A	error
77	Simone prefers to travel by train rather than by car.	Simone suffers from car sickness.	causality	<B;A>	none	origin	False	True	False	True	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	BA_cause	because	Simone prefers to travel by train rather than by car, because Simone suffers from car sickness.	because	none	{'A': 'after', 'B': 'then', 'C': 'because', 'D': 'so'}	"1. Sentence A: ""Simone prefers to travel by train rather than by car.""
2. Sentence B: ""Simone suffers from car sickness.""
3. Words:  
- A. after  
- B. then  
- C. because"	C	error
92	The door opened.	Maria lowered the handle.	causality	<B;A>	none	origin	False	True	False	True	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	BA_temp	because	The door opened, after Maria lowered the handle.	after	none	{'A': 'after', 'B': 'so', 'C': 'because', 'D': 'then'}	"1. Sentence A: ""The door opened.""
2. Sentence B: ""Maria lowered the handle.""
3. Words:  
- A. after  
- B. so  
- C. because  
- D. then  
4. Answer:"	A	error
46	"Jenny's friends call her ""midget""."	Jenny is the shortest among her friends.	causality	<B;A>	socially_challenging	origin	False	True	False	True	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	BA_cause	because	"Jenny's friends call her ""midget"", because Jenny is the shortest among her friends."	because	none	{'A': 'then', 'B': 'so', 'C': 'after', 'D': 'because'}	"1. Sentence A: ""Jenny's friends call her 'midget'.""
2. Sentence B: ""Jenny is the shortest among her friends.""
3. Words:  
- A. then  
- B. so  
- C. after  
"	A	error
577	Tom is in love with Jerry.	Katie decided to marry Luca.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	AB_cause	other	Tom is in love with Jerry, so Katie decided to marry Luca.	so	none	{'A': 'so', 'B': 'after', 'C': 'then', 'D': 'because'}	"1. Sentence A: ""Tom is in love with Jerry.""
2. Sentence B: ""Katie decided to marry Luca.""
3. Words:  
- A. so  
- B. after  
- C. then  
- D. because  
"	A	error
53	Gianni took drugs.	Gianni feels stoned.	causality	<A;B>	socially_challenging	origin	True	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	AB_cause	thus	Gianni took drugs, so Gianni feels stoned.	so	none	{'A': 'so', 'B': 'because', 'C': 'after', 'D': 'then'}	"1. Sentence A: ""Gianni took drugs.""
2. Sentence B: ""Gianni feels stoned.""
3. Words:  
- A. so  
- B. because  
- C. after  
- D. then  
4."	A	error
297	Mark put the onions in a pan.	Mark cut the onions.	temporal	<B;A>	none	Descript	False	False	False	True	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	BA_temp	after	Mark put the onions in a pan, after Mark cut the onions.	after	none	{'A': 'because', 'B': 'after', 'C': 'then', 'D': 'so'}	"1. Sentence A: ""Mark put the onions in a pan.""
2. Sentence B: ""Mark cut the onions.""
3. Words:  
- A. because  
- B. after  
- C. then  
- D. so  
"	A	error
531	In spring the wind moves the leaves of the trees.	The tree in our yard was planted 10 years ago.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	AB_cause	other	In spring the wind moves the leaves of the trees, so the tree in our yard was planted 10 years ago.	so	none	{'A': 'so', 'B': 'after', 'C': 'then', 'D': 'because'}	"1. Sentence A: ""In spring the wind moves the leaves of the trees.""
2. Sentence B: ""The tree in our yard was planted 10 years ago.""
3. Words:  
- A. so  
- B. after  
"	A	error
